settlementDate,settlementPeriod,niv_volume,niv_long_short,niv_active_side,systemBuyPrice,systemSellPrice,systemPrice,marginal_bmu_raw,marginal_bmu_id,marginal_is_numeric_id,marginal_identity_source,marginal_fuel_type,marginal_family_id,marginal_lead_party,marginal_bmu_type,marginal_gen_capacity_mw,marginal_gsp_group,marginal_final_price,marginal_original_price,marginal_price_cost_to_so,marginal_stack_rank,marginal_bid_rank,marginal_volume,n_tied_marginal_candidates
2026-01-01,1,-300.6490437301587,long,bid,46.67,46.67,46.67,E_NEWPB-1,E_NEWPB-1,False,named_ispstack_id,BATTERY,E_NEWPB,Field Newport Ltd,E,20.933,South Wales,8.86,8.86,-8.86,1,1.0,-0.004166666666666667,1
2026-01-01,2,-14.569653356656167,long,bid,54.01,54.01,54.01,T_CARR-1,T_CARR-1,False,named_ispstack_id,CCGT,T_CARR,Carrington Power Ltd,T,470.0,,100.0,100.0,-100.0,5,1.0,-0.000105793650793651,1
2026-01-01,3,150.4260835198045,short,offer,91.9,91.9,91.9,T_SVRP-10,T_SVRP-10,False,named_ispstack_id,CCGT,T_SVRP,Severn Power Limited,T,425.0,,105.0,105.0,105.0,156,,15.75211111111111,1
2026-01-01,4,392.14060375,short,offer,92.0,92.0,92.0,2__DUKPR001,2__DUKPR001,False,named_ispstack_id,OCGT,2__DUKPR,UK Power Reserve Limited,S,20.0,Merseyside North Wales,125.0,125.0,125.0,396,,0.016666666666666666,2
2026-01-01,4,392.14060375,short,offer,92.0,92.0,92.0,2__JUKPR001,2__JUKPR001,False,named_ispstack_id,OCGT,2__JUKPR,UK Power Reserve Limited,S,50.0,South Eastern,125.0,125.0,125.0,397,,0.03333333333333333,2
2026-01-01,5,175.38281541666663,short,offer,91.9,91.9,91.9,2__BUKPR001,2__BUKPR001,False,named_ispstack_id,OCGT,2__BUKPR,UK Power Reserve Limited,S,10.359,East Midlands,125.0,125.0,125.0,302,,0.15,3
2026-01-01,5,175.38281541666663,short,offer,91.9,91.9,91.9,2__DUKPR001,2__DUKPR001,False,named_ispstack_id,OCGT,2__DUKPR,UK Power Reserve Limited,S,20.0,Merseyside North Wales,125.0,125.0,125.0,303,,0.31666666666666665,3
2026-01-01,5,175.38281541666663,short,offer,91.9,91.9,91.9,2__JUKPR001,2__JUKPR001,False,named_ispstack_id,OCGT,2__JUKPR,UK Power Reserve Limited,S,50.0,South Eastern,125.0,125.0,125.0,304,,0.6333333333333333,3
2026-01-01,6,134.18359152777776,short,offer,92.0,92.0,92.0,T_DINO-6,T_DINO-6,False,named_ispstack_id,PS,T_DINO,First Hydro Company,T,320.0,,120.0,120.0,120.0,79,,0.55,1
2026-01-01,7,72.84930916666667,short,offer,70.0,70.0,70.0,T_DRAXX-2,T_DRAXX-2,False,named_ispstack_id,BIOMASS,T_DRAXX,Drax Power Ltd,T,669.4,,104.0,104.0,104.0,393,,40.0,1
2026-01-01,8,23.785301574074072,short,offer,68.0,68.0,68.0,T_DRAXX-2,T_DRAXX-2,False,named_ispstack_id,BIOMASS,T_DRAXX,Drax Power Ltd,T,669.4,,104.0,104.0,104.0,345,,40.0,1
2026-01-01,9,-135.32222222222222,long,bid,41.51,41.51,41.51,E_THMRB-1,E_THMRB-1,False,named_ispstack_id,BATTERY,E_THMRB,Tesla Motors Limited,E,49.5,Eastern,20.62,20.62,-20.62,1,1.0,-0.008333333333333333,1
2026-01-01,10,-13.833042962962963,long,bid,37.64,37.64,37.64,T_CDCL-1,T_CDCL-1,False,named_ispstack_id,CCGT,T_CDCL,Uniper UK Limited,T,445.0,,63.11,63.11,-63.11,8,1.0,-3.1759259259259e-05,1
2026-01-01,11,23.66268888927164,short,offer,66.41,66.41,66.41,T_ROCK-1,T_ROCK-1,False,named_ispstack_id,CCGT,T_ROCK,Rocksavage Power Company Ltd,T,810.0,,105.0,105.0,105.0,212,,172.66666666666666,1
2026-01-01,12,-136.36761348486112,long,bid,34.98,34.98,34.98,E_CLAYB-1,E_CLAYB-1,False,named_ispstack_id,BATTERY,E_CLAYB,Tesla Motors Limited,E,49.5,Eastern,59.57,59.57,-59.57,29,3.0,-0.08333333333333333,1
2026-01-01,13,-36.23573434156378,long,bid,-8.279999999999998,-8.279999999999998,-8.279999999999998,2__MCMRO003,2__MCMRO003,False,named_ispstack_id,OTHER,2__MCMRO,BGI Trading Limited,S,50.0,Yorkshire,62.0,62.0,-62.0,32,2.0,-0.028125,1
2026-01-01,14,-99.94102514363725,long,bid,41.12,41.12,41.12,E_ILMEB-1,E_ILMEB-1,False,named_ispstack_id,BATTERY,E_ILMEB,Tesla Motors Limited,E,49.5,Eastern,64.99,64.99,-64.99,15,1.0,-0.7,1
2026-01-01,15,-133.04545872981956,long,bid,35.26,35.26,35.26,E_FARNB-1,E_FARNB-1,False,named_ispstack_id,BATTERY,E_FARNB,Tesla Motors Limited,E,20.0,Southern,50.36,50.36,-50.36,8,2.0,-0.008333333333333333,3
2026-01-01,15,-133.04545872981956,long,bid,35.26,35.26,35.26,E_ILMEB-1,E_ILMEB-1,False,named_ispstack_id,BATTERY,E_ILMEB,Tesla Motors Limited,E,49.5,Eastern,50.36,50.36,-50.36,9,3.0,-0.00357125,3
2026-01-01,15,-133.04545872981956,long,bid,35.26,35.26,35.26,E_CHAPB-1,E_CHAPB-1,False,named_ispstack_id,BATTERY,E_CHAPB,Tesla Motors Limited,E,50.169,Eastern,50.36,50.36,-50.36,12,6.0,-0.017346666666666666,3
2026-01-01,16,46.81936013888889,short,offer,65.84,65.84,65.84,T_MRWD-1,T_MRWD-1,False,named_ispstack_id,CCGT,T_MRWD,Marchwood Power Limited,T,920.0,,109.0,109.0,109.0,405,,11.458333333333334,1
2026-01-01,18,-150.14116652777778,long,bid,29.48,29.48,29.48,T_THURB-1,T_THURB-1,False,named_ispstack_id,BATTERY,T_THURB,THURROCK STORAGE LIMITED,T,100.0,,29.48,29.48,-29.48,1,1.0,-1.8063379166666667,1
2026-01-01,19,40.98900958333333,short,offer,59.47,59.47,59.47,T_MRWD-1,T_MRWD-1,False,named_ispstack_id,CCGT,T_MRWD,Marchwood Power Limited,T,920.0,,109.0,109.0,109.0,270,,9.791666666666666,1
2026-01-01,20,-378.3485555555555,long,bid,34.58,34.58,34.58,2__MCMRO002,2__MCMRO002,False,named_ispstack_id,OTHER,2__MCMRO,BGI Trading Limited,S,36.844,Yorkshire,37.88,37.88,-37.88,2,2.0,-0.001666666666666667,1
2026-01-01,21,-300.1520568055556,long,bid,33.87,33.87,33.87,T_CDCL-1,T_CDCL-1,False,named_ispstack_id,CCGT,T_CDCL,Uniper UK Limited,T,445.0,,63.11,63.11,-63.11,1,1.0,-3.4305555555556e-05,1
2026-01-01,22,27.71639453703704,short,offer,49.6,49.6,49.6,T_MRWD-1,T_MRWD-1,False,named_ispstack_id,CCGT,T_MRWD,Marchwood Power Limited,T,920.0,,109.0,109.0,109.0,274,,3.3125,1
2026-01-01,24,-466.36181083333327,long,bid,37.02,37.02,37.02,E_BARNB-1,E_BARNB-1,False,named_ispstack_id,BATTERY,E_BARNB,EDF Energy Customers Limited,E,44.0,Yorkshire,14.32,14.32,-14.32,1,1.0,-0.000694444444444444,1
2026-01-01,25,-201.56771152777776,long,bid,17.44,17.44,17.44,T_KEAD-2,T_KEAD-2,False,named_ispstack_id,CCGT,T_KEAD,Keadby Generation Limited,T,890.0,,60.0,60.0,-60.0,9,2.0,-0.00387125,1
2026-01-01,26,-219.48059663328652,long,bid,32.03,32.03,32.03,E_CLAYB-1,E_CLAYB-1,False,named_ispstack_id,BATTERY,E_CLAYB,Tesla Motors Limited,E,49.5,Eastern,68.96,68.96,-68.96,7,1.0,-0.03053611111111111,1
2026-01-01,27,111.29342041666666,short,offer,75.37,75.37,75.37,T_SVRP-10,T_SVRP-10,False,named_ispstack_id,CCGT,T_SVRP,Severn Power Limited,T,425.0,,105.0,105.0,105.0,410,,5.208333333333333,1
2026-01-01,28,82.1200886111111,short,offer,85.0,85.0,85.0,T_FFES-1,T_FFES-1,False,named_ispstack_id,PS,T_FFES,First Hydro Company,T,91.033,,126.0,126.0,126.0,385,,12.775,1
2026-01-01,29,111.80919510416666,short,offer,85.0,85.0,85.0,T_FFES-1,T_FFES-1,False,named_ispstack_id,PS,T_FFES,First Hydro Company,T,91.033,,126.0,126.0,126.0,419,,0.6083333333333333,1
2026-01-01,30,-49.30580481342289,long,bid,57.69,57.69,57.69,E_HAWKB-1,E_HAWKB-1,False,named_ispstack_id,BATTERY,E_HAWKB,Tesla Motors Limited,E,20.0,Southern,75.0,75.0,-75.0,7,1.0,-0.002083333333333333,1
2026-01-01,31,-277.0431600898268,long,bid,61.27,61.27,61.27,E_BROAB-1,E_BROAB-1,False,named_ispstack_id,BATTERY,E_BROAB,Tesla Motors Limited,E,11.0,South Eastern,87.95,87.95,-87.95,3,1.0,-0.002083333333333333,1
2026-01-01,32,-10.12065972069597,long,bid,75.08,75.08,75.08,E_BROAB-1,E_BROAB-1,False,named_ispstack_id,BATTERY,E_BROAB,Tesla Motors Limited,E,11.0,South Eastern,87.89,87.89,-87.89,3,1.0,-0.002777777777777778,1
2026-01-01,33,-137.23150931270425,long,bid,65.0,65.0,65.0,2__GSTAT009,2__GSTAT009,False,named_ispstack_id,BATTERY,2__GSTAT_B,Statkraft Markets Gmbh,S,16.45,North Western,80.52,80.52,-80.52,8,2.0,-0.05926,1
2026-01-01,34,210.97853031746033,short,offer,99.0,99.0,99.0,E_PETEM3,E_PETEM3,False,named_ispstack_id,CCGT,E_PETEM,River Nene Power Limited,E,49.227,Eastern,132.0,132.0,132.0,242,,7.2,1
2026-01-01,35,396.38773695726394,short,offer,99.0,99.0,99.0,2__KSTAT002,2__KSTAT002,False,named_ispstack_id,BATTERY,2__KSTAT,Statkraft Markets Gmbh,S,14.0,South Wales,133.5,133.5,133.5,265,,5.2,1
2026-01-01,36,469.86207427083326,short,offer,99.0,99.0,99.0,2__KSTAT002,2__KSTAT002,False,named_ispstack_id,BATTERY,2__KSTAT,Statkraft Markets Gmbh,S,14.0,South Wales,133.5,133.5,133.5,230,,2.0,1
2026-01-01,37,552.7125998263889,short,offer,99.0,99.0,99.0,E_NEWPB-1,E_NEWPB-1,False,named_ispstack_id,BATTERY,E_NEWPB,Field Newport Ltd,E,20.933,South Wales,128.07,128.07,128.07,276,,0.6,1
2026-01-01,38,430.7546640277778,short,offer,99.0,99.0,99.0,2__GANGE001,2__GANGE001,False,named_ispstack_id,LOAD RESPONSE,2__GANGE,Limejump Energy Limited,S,50.0,North Western,116.97,116.97,116.97,118,,0.375,1
2026-01-01,39,189.0538023796296,short,offer,99.0,99.0,99.0,T_LARKB-1,T_LARKB-1,False,named_ispstack_id,OTHER,T_LARKB,EDF Energy Customers Limited,T,52.0,,107.31,107.31,107.31,57,,0.36666666666666664,1
2026-01-01,40,223.9538454861111,short,offer,99.0,99.0,99.0,T_LARKB-1,T_LARKB-1,False,named_ispstack_id,OTHER,T_LARKB,EDF Energy Customers Limited,T,52.0,,108.19,108.19,108.19,95,,6.233333333333333,1
2026-01-01,41,220.1529523809524,short,offer,99.0,99.0,99.0,E_FARNB-1,E_FARNB-1,False,named_ispstack_id,BATTERY,E_FARNB,Tesla Motors Limited,E,20.0,Southern,109.39,109.39,109.39,112,,0.16666666666666666,2
2026-01-01,41,220.1529523809524,short,offer,99.0,99.0,99.0,E_HAWKB-1,E_HAWKB-1,False,named_ispstack_id,BATTERY,E_HAWKB,Tesla Motors Limited,E,20.0,Southern,109.39,109.39,109.39,114,,0.06666666666666667,2
2026-01-01,42,245.25113414682536,short,offer,99.0,99.0,99.0,2__FBPGM001,2__FBPGM001,False,named_ispstack_id,BATTERY,2__FBPGM,BP Gas Marketing Limited,S,39.859,Northern,134.62,134.62,134.62,244,,0.06666666666666667,1
2026-01-01,43,404.16078013888887,short,offer,99.0,99.0,99.0,T_DINO-6,T_DINO-6,False,named_ispstack_id,PS,T_DINO,First Hydro Company,T,320.0,,118.0,118.0,118.0,134,,12.5,1
2026-01-01,44,394.51049458333335,short,offer,99.0,99.0,99.0,E_ARNKB-1,E_ARNKB-1,False,named_ispstack_id,LOAD RESPONSE,E_ARNKB_LR,Octopus Energy Trading Limited,E,41.66,Midlands,118.6,118.6,118.6,218,,0.15,1
2026-01-01,45,350.6870875639352,short,offer,99.0,99.0,99.0,T_FFES-2,T_FFES-2,False,named_ispstack_id,PS,T_FFES,First Hydro Company,T,91.875,,121.0,121.0,121.0,167,,3.75,1
2026-01-01,46,73.6605556790179,short,offer,73.5,73.5,73.5,T_DINO-2,T_DINO-2,False,named_ispstack_id,PS,T_DINO,First Hydro Company,T,320.0,,125.0,125.0,125.0,106,,0.05026708333333333,1
2026-01-01,47,-11.399044497863247,long,bid,13.6,13.6,13.6,E_BHOLB-1,E_BHOLB-1,False,named_ispstack_id,BATTERY,E_BHOLB,Tesla Motors Limited,E,7.12,Southern,77.99,77.99,-77.99,7,1.0,-0.002083333333333333,4
2026-01-01,47,-11.399044497863247,long,bid,13.6,13.6,13.6,E_SKELB-1,E_SKELB-1,False,named_ispstack_id,BATTERY,E_SKELB,Tesla Motors Limited,E,49.9,North Western,77.99,77.99,-77.99,9,3.0,-0.008333333333333333,4
2026-01-01,47,-11.399044497863247,long,bid,13.6,13.6,13.6,E_CHAPB-1,E_CHAPB-1,False,named_ispstack_id,BATTERY,E_CHAPB,Tesla Motors Limited,E,50.169,Eastern,77.99,77.99,-77.99,11,5.0,-0.15,4
2026-01-01,47,-11.399044497863247,long,bid,13.6,13.6,13.6,2__MCMRO002,2__MCMRO002,False,named_ispstack_id,OTHER,2__MCMRO,BGI Trading Limited,S,36.844,Yorkshire,77.99,77.99,-77.99,12,6.0,-0.06666666666666667,4
2026-01-01,48,-280.2326476323296,long,bid,31.07,31.07,31.07,E_BHOLB-1,E_BHOLB-1,False,named_ispstack_id,BATTERY,E_BHOLB,Tesla Motors Limited,E,7.12,Southern,64.99,64.99,-64.99,8,1.0,-0.002083333333333333,3
2026-01-01,48,-280.2326476323296,long,bid,31.07,31.07,31.07,E_CHAPB-1,E_CHAPB-1,False,named_ispstack_id,BATTERY,E_CHAPB,Tesla Motors Limited,E,50.169,Eastern,64.99,64.99,-64.99,9,2.0,-0.004166666666666667,3
2026-01-01,48,-280.2326476323296,long,bid,31.07,31.07,31.07,2__MCMRO002,2__MCMRO002,False,named_ispstack_id,OTHER,2__MCMRO,BGI Trading Limited,S,36.844,Yorkshire,64.99,64.99,-64.99,10,3.0,-0.001190833333333333,3
2026-01-02,1,-6.696626944444445,long,bid,18.04,18.04,18.04,T_CDCL-1,T_CDCL-1,False,named_ispstack_id,CCGT,T_CDCL,Uniper UK Limited,T,445.0,,63.11,63.11,-63.11,12,1.0,-0.03125,1
2026-01-02,2,-62.512982638888886,long,bid,30.07,30.07,30.07,E_CLAYB-2,E_CLAYB-2,False,named_ispstack_id,BATTERY,E_CLAYB,Tesla Motors Limited,E,49.5,Eastern,64.75,64.75,-64.75,9,1.0,-0.04375,1
2026-01-02,3,-53.64528402777778,long,bid,57.23,57.23,57.23,E_DOLLB-1,E_DOLLB-1,False,named_ispstack_id,OTHER,E_DOLLB,Dollymans Storage Limited,E,102.0,Eastern,30.44,30.44,-30.44,2,2.0,-0.029761805555555555,1
2026-01-02,4,-126.94325310185184,long,bid,31.89,31.89,31.89,2__LFLEX001,2__LFLEX001,False,named_ispstack_id,LOAD RESPONSE,2__LFLEX,Flexitricity Limited,S,49.0,South Western,88.49,88.49,-88.49,10,1.0,-0.002777777777777778,1
2026-01-02,5,-196.35069771132297,long,bid,31.93435520452393,31.93435520452393,31.93435520452393,E_BHOLB-1,E_BHOLB-1,False,named_ispstack_id,BATTERY,E_BHOLB,Tesla Motors Limited,E,7.12,Southern,86.67,86.67,-86.67,13,1.0,-0.008333333333333333,1
2026-01-02,6,-10.58782418859649,long,bid,43.03,43.03,43.03,2__HIMPO002,2__HIMPO002,False,named_ispstack_id,LOAD RESPONSE,2__HIMPO,SSE Energy Supply Limited,S,52.564,Southern,100.0,100.0,-100.0,10,1.0,-0.5706597222222223,1
2026-01-02,7,-188.840645941358,long,bid,45.05904965383944,45.05904965383944,45.05904965383944,E_SKELB-1,E_SKELB-1,False,named_ispstack_id,BATTERY,E_SKELB,Tesla Motors Limited,E,49.9,North Western,64.17,64.17,-64.17,3,1.0,-0.792,2
2026-01-02,7,-188.840645941358,long,bid,45.05904965383944,45.05904965383944,45.05904965383944,2__MCMRO002,2__MCMRO002,False,named_ispstack_id,OTHER,2__MCMRO,BGI Trading Limited,S,36.844,Yorkshire,64.17,64.17,-64.17,4,2.0,-0.29507527777777776,2
2026-01-02,8,-44.3455037962963,long,bid,49.04,49.04,49.04,E_THMRB-1,E_THMRB-1,False,named_ispstack_id,BATTERY,E_THMRB,Tesla Motors Limited,E,49.5,Eastern,81.32,81.32,-81.32,14,1.0,-0.000462916666666667,1
2026-01-02,9,-36.09908652777778,long,bid,53.42,53.42,53.42,E_THMRB-1,E_THMRB-1,False,named_ispstack_id,BATTERY,E_THMRB,Tesla Motors Limited,E,49.5,Eastern,79.76,79.76,-79.76,12,1.0,-0.000555555555555556,1
2026-01-02,10,-217.76951875868056,long,bid,54.25,54.25,54.25,E_THMRB-1,E_THMRB-1,False,named_ispstack_id,BATTERY,E_THMRB,Tesla Motors Limited,E,49.5,Eastern,76.64,76.64,-76.64,5,1.0,-0.21274361111111112,1
2026-01-02,11,126.79458083333331,short,offer,96.64,96.64,96.64,T_DINO-6,T_DINO-6,False,named_ispstack_id,PS,T_DINO,First Hydro Company,T,320.0,,120.0,120.0,120.0,284,,0.06663472222222222,1
2026-01-02,12,-23.634283984375,long,bid,59.66,59.66,59.66,E_CHAPB-1,E_CHAPB-1,False,named_ispstack_id,BATTERY,E_CHAPB,Tesla Motors Limited,E,50.169,Eastern,51.2,51.2,-51.2,3,1.0,-0.11570736111111111,1
2026-01-02,13,30.444122506038642,short,offer,94.00029555194324,94.00029555194324,94.00029555194324,2__FBPGM001,2__FBPGM001,False,named_ispstack_id,BATTERY,2__FBPGM,BP Gas Marketing Limited,S,39.859,Northern,122.91,122.91,122.91,113,,1.0544444444444445,1
2026-01-02,14,233.9388944282107,short,offer,96.9,96.9,96.9,T_LKSDB-1,T_LKSDB-1,False,named_ispstack_id,OTHER,T_LKSDB,Lakeside Energy Storage Ltd,T,105.0,,114.0,114.0,114.0,155,,0.225,2
2026-01-02,14,233.9388944282107,short,offer,96.9,96.9,96.9,T_OCHLB-1,T_OCHLB-1,False,named_ispstack_id,BATTERY,T_OCHLB,HD143OCK Ltd,T,58.0,,114.0,114.0,114.0,159,,0.95,2
2026-01-02,15,361.40518071066657,short,offer,101.5,101.5,101.5,T_LKSDB-1,T_LKSDB-1,False,named_ispstack_id,OTHER,T_LKSDB,Lakeside Energy Storage Ltd,T,105.0,,114.0,114.0,114.0,132,,0.05,1
2026-01-02,16,187.48980590909088,short,offer,101.0,101.0,101.0,T_HUMR-1,T_HUMR-1,False,named_ispstack_id,CCGT,T_HUMR_CC,VPI Immingham LLP,T,1283.0,,134.9,134.9,134.9,52,,0.10476300505050505,1
2026-01-02,17,83.19756123316499,short,offer,101.0,101.0,101.0,T_CNQPS-2,T_CNQPS-2,False,named_ispstack_id,CCGT,T_CNQPS,Uniper UK Limited,T,352.0,,109.9,109.9,109.9,33,,115.0,1
2026-01-02,18,249.19973809523808,short,offer,99.0,99.0,99.0,T_CNQPS-2,T_CNQPS-2,False,named_ispstack_id,CCGT,T_CNQPS,Uniper UK Limited,T,352.0,,109.9,109.9,109.9,31,,115.0,1
2026-01-02,19,94.42650806387299,short,offer,99.0,99.0,99.0,T_CNQPS-2,T_CNQPS-2,False,named_ispstack_id,CCGT,T_CNQPS,Uniper UK Limited,T,352.0,,109.9,109.9,109.9,26,,115.0,1
2026-01-02,20,264.80850888888887,short,offer,99.0,99.0,99.0,T_CNQPS-2,T_CNQPS-2,False,named_ispstack_id,CCGT,T_CNQPS,Uniper UK Limited,T,352.0,,109.9,109.9,109.9,21,,115.0,1
2026-01-02,21,202.03333333333333,short,offer,99.0,99.0,99.0,T_CNQPS-2,T_CNQPS-2,False,named_ispstack_id,CCGT,T_CNQPS,Uniper UK Limited,T,352.0,,109.9,109.9,109.9,18,,115.0,1
2026-01-02,22,51.94670194444444,short,offer,99.0,99.0,99.0,T_KILSB-1,T_KILSB-1,False,named_ispstack_id,BATTERY,T_KILSB,ZENOBE KILMARNOCK SOUTH LTD,T,52.952,,112.52,112.52,112.52,22,,0.008333333333333333,1
2026-01-02,23,-371.0166670833333,long,bid,62.15,62.15,62.15,E_BARNB-1,E_BARNB-1,False,named_ispstack_id,BATTERY,E_BARNB,EDF Energy Customers Limited,E,44.0,Yorkshire,77.29,77.29,-77.29,238,4.0,-0.08333333333333333,1
2026-01-02,24,10.802708392857143,short,offer,89.57035928143712,89.57035928143712,89.57035928143712,T_CNQPS-2,T_CNQPS-2,False,named_ispstack_id,CCGT,T_CNQPS,Uniper UK Limited,T,352.0,,109.9,109.9,109.9,14,,51.583333333333336,1
2026-01-02,25,60.99712162878788,short,offer,100.0,100.0,100.0,T_CNQPS-2,T_CNQPS-2,False,named_ispstack_id,CCGT,T_CNQPS,Uniper UK Limited,T,352.0,,109.9,109.9,109.9,14,,63.416666666666664,1
2026-01-02,26,545.4565725940726,short,offer,100.5,100.5,100.5,T_SZJNB-1,T_SZJNB-1,False,named_ispstack_id,BATTERY,T_SZJNB,Arenko Cleantech Limited,T,57.0,,103.52,103.52,103.52,34,,0.2,1
2026-01-02,27,175.87057505218795,short,offer,100.0,100.0,100.0,T_OCHLB-1,T_OCHLB-1,False,named_ispstack_id,BATTERY,T_OCHLB,HD143OCK Ltd,T,58.0,,105.0,105.0,105.0,18,,0.016666666666666666,1
2026-01-02,28,471.3970488006617,short,offer,100.0,100.0,100.0,T_GRAI-7,T_GRAI-7,False,named_ispstack_id,CCGT,T_GRAI,Uniper UK Limited,T,468.0,,101.8,101.8,101.8,17,,46.18333333333333,1
2026-01-02,29,678.0463436724566,short,offer,100.5,100.5,100.5,T_DINO-6,T_DINO-6,False,named_ispstack_id,PS,T_DINO,First Hydro Company,T,320.0,,115.0,115.0,115.0,25,,7.5,1
2026-01-02,30,529.7188778604908,short,offer,100.0,100.0,100.0,2__MCMRO002,2__MCMRO002,False,named_ispstack_id,OTHER,2__MCMRO,BGI Trading Limited,S,36.844,Yorkshire,109.98,109.98,109.98,37,,0.65,1
2026-01-02,31,236.701,short,offer,105.0,105.0,105.0,T_DINO-6,T_DINO-6,False,named_ispstack_id,PS,T_DINO,First Hydro Company,T,320.0,,120.0,120.0,120.0,16,,5.0,1
2026-01-02,32,614.390066010101,short,offer,115.0,115.0,115.0,T_FFES-2,T_FFES-2,False,named_ispstack_id,PS,T_FFES,First Hydro Company,T,91.875,,121.0,121.0,121.0,137,,0.75,1
2026-01-02,33,765.811665359147,short,offer,115.0,115.0,115.0,2__KUKPR001,2__KUKPR001,False,named_ispstack_id,OTHER,2__KUKPR,UK Power Reserve Limited,S,10.2,South Wales,141.0,141.0,141.0,228,,0.04666666666666667,2
2026-01-02,33,765.811665359147,short,offer,115.0,115.0,115.0,2__LUKPR001,2__LUKPR001,False,named_ispstack_id,OTHER,2__LUKPR,UK Power Reserve Limited,S,10.2,South Western,141.0,141.0,141.0,229,,0.03333333333333333,2
